Airbus, A220-100, 2013-09-16,120 people, 3450 nmi,139100 lb,Lufthansa Group,Air Vanuatu,Azorra Aviation,Delta Air Lines, Ibom Air, ITA Airways,Odyssey Airlines
Airbus, A320neo, 01-25-2016,194 people, 3500 nmi,174200 lb, Aegean Airlines, Air Arabia, AirAsia, Air China, Air New Zealand,Atlantic Airways,Avianca, British Airways, China Eastern Airlines, easyJet, Frontier Airlines, Gulf Air, IndiGo, Iran Air, ITA Airways, Jazeera Airways, Kuwait Airways, Lion Air, Lufthansa, Spirit Airlines, Swiss
Boeing, 777-200LR, 03-8-2005, 317 people, 9,844 nmi, 766000 lb, Air Canada,Air India, Azerbaijan Airlines, Emirates, Delta Air Lines, Etihad Airways,Qatar Airways, Turkmenistan Airlines    
